Monetary policy stance,Sentence,Central bank,Country
neutral,"Looking forward, market uncertainty was likely to remain for some time.",Hungarian National Bank,Hungary
neutral,They noted that the uncertainty characterising global money and capital markets had spilled over to Hungary.,Hungarian National Bank,Hungary
neutral,"In contrast with these scenarios, the risk that the euro-area sovereign debt crisis would escalate had increased.",Hungarian National Bank,Hungary
neutral,"However, sentiment had been volatile, due to uncertainty about the future of unconventional measures used by global central banks, which warranted an even more cautious approach to domestic monetary policy.",Hungarian National Bank,Hungary
neutral,"Sentiment in global financial markets had been volatile since the Council?s latest interest rate- setting decision, mainly influenced by the outcome of the referendum on EU membership in the United Kingdom and uncertainty around the country?s exit from the EU.",Hungarian National Bank,Hungary
neutral,The forint had appreciated against the euro.,Hungarian National Bank,Hungary
neutral,Volatility remained extremely elevated.,Hungarian National Bank,Hungary
neutral,"After the discussion, the Chairman invited members to vote on the two propositions.",Hungarian National Bank,Hungary
neutral,"Based on the votes cast, the Council left the base rate unchanged at 8.00%. ",Hungarian National Bank,Hungary
neutral,Nine members voted to maintain the base rate and four members voted for a 25 basis point increase.,Hungarian National Bank,Hungary
neutral,"Members arguing for maintaining rates were of the view that as long as there was no clear-cut evidence of the perceived inflationary risks materialising, the Council should not alter its current ?wait-and-see? approach.",Hungarian National Bank,Hungary
neutral,"Firstly, the latest wage and inflation data did not deviate too much from earlier expectations.",Hungarian National Bank,Hungary
neutral,"Secondly, other factors which suggested some upward pressure on inflation mainly reflected one-off price shocks and, particularly as regards wage data, changes in the regulatory environment.",Hungarian National Bank,Hungary
neutral,Members agreed that there remained significant uncertainty around the central projection in the Report.,Hungarian National Bank,Hungary
neutral,"Wage data for 2006 may have been distorted by the changing seasonal pattern of bonus payments due to increases in tax and contribution rates, as well as by the one-off effects of the tightening in labour market regulations.",Hungarian National Bank,Hungary
neutral,"Consequently, the underlying developments could not be assessed accurately at present.",Hungarian National Bank,Hungary
neutral,"For these members, one reason for maintaining a ?wait-and-see? approach was that the subdued outlook for growth in the private sector could have a moderating effect on pay rises at the beginning of the year, and moreover, it was conceivable that the current risks would not materialise.",Hungarian National Bank,Hungary
neutral,"In this regard, wage developments over the coming months might be of crucial importance. ",Hungarian National Bank,Hungary
neutral,"Members arguing for maintaining rates attached much importance to the fact that the central projection had been changed considerably on the relevant horizon relative to November, and that it had been revised down to a level consistent with the inflation target.",Hungarian National Bank,Hungary
neutral,"Following discussion of the latest macroeconomic news and financial market developments, the only proposition offered to the Council was to maintain interest rates. ",Hungarian National Bank,Hungary
neutral,"Several members thought that the risks to inflation had not increased in recent months, and therefore further policy tightening was not needed at the current meeting.",Hungarian National Bank,Hungary
neutral,"According to information currently available, the inflation target could be met in 2008.",Hungarian National Bank,Hungary
neutral,"Following the review of macroeconomic information and the situation of the financial market, it was proposed that the base rate of interest should be maintained.",Hungarian National Bank,Hungary
neutral,Several Council members claimed that the picture concerning the likely inflation trend has not become considerably clearer since previous month?s meeting.,Hungarian National Bank,Hungary
neutral,"Several members emphasised that the uncertainty concerning inflation will last as long as more accurate information concerning the trends on the labour market and inflation-related outlooks are not available, which requires a cautious interest rate policy.",Hungarian National Bank,Hungary
neutral,"Although the upward revision to the projection mainly reflected the higher forecast for energy prices and so it was believed to be a temporary factor, with its effect unwinding by 2009, the uncertainty around the central projection pointing to higher inflation should not be ignored.",Hungarian National Bank,Hungary
neutral,"After the discussion, the Chairman invited members to vote on the three propositions.",Hungarian National Bank,Hungary
neutral,"However, they emphasised that developments in the interest rate path are influenced by a number of factors which are external from the aspect of monetary policy, thus the present interest rate step does not mean any commitment with regard to future interest rate decisions.",Hungarian National Bank,Hungary
neutral,Based on the latest wage data it is still not clear that the risk of sticking wage inflation became lower.,Hungarian National Bank,Hungary
neutral,The members essentially agreed that it continued to be difficult to assess the developments on the labour market.,Hungarian National Bank,Hungary
neutral,"The changes in the regulatory environment considerably distort the data on wages and employment, therefore it would be misleading to rely only on a single indicator; all available information must be used before making the decision.",Hungarian National Bank,Hungary
neutral,"The majority of members present at the meeting agreed that the outlook for inflation was basically favourable, similarly to earlier months.",Hungarian National Bank,Hungary
neutral,"Also, there was general agreement in the Council that inflation had passed its peak, as evidenced by the latest data: the trend inflation indicator, after eliminating the effects of changes in regulations, was close to levels around 3%.",Hungarian National Bank,Hungary
neutral,Members judged that recent domestic activity data were in line with the central inflation projection. ,Hungarian National Bank,Hungary
neutral,Council members judged that the picture of domestic macroeconomic conditions had not changed materially since the previous policy meeting and that the 3% inflation target could be met in 2009.,Hungarian National Bank,Hungary
neutral,Council members were in agreement that anchoring inflation expectations continued to be a key task for monetary policy in the current environment and that 2008 wage developments would play a major role in this regard.,Hungarian National Bank,Hungary
neutral,Several members noted that the effects of the various adverse shocks to consumer prices could reinforce each other. ,Hungarian National Bank,Hungary
neutral,"After the discussion, the Chairman invited members to vote on the propositions.",Hungarian National Bank,Hungary
neutral,"Before the immediate policy decision, the Monetary Council took a decision on the abandonment of the peg of the forint to the euro and the fluctuation band of the domestic currency.",Hungarian National Bank,Hungary
neutral,Views were divided on investors? current judgement about the Hungarian economy.,Hungarian National Bank,Hungary
neutral,"In members? judgement, enhancing the role of the central bank inflation target as an anchor was a key task for monetary policy. ",Hungarian National Bank,Hungary
neutral,"Following discussions on the latest macroeconomic developments and the financial situation, members of the Monetary Council agreed that short-term inflation processes were consistent with the earlier expectations of the central bank. ",Hungarian National Bank,Hungary
neutral,"The majority of Council members judged that, due to the uncertainty surrounding commodity prices which had a strong impact on the outlook for inflation, monetary policy should take a wait-and-see stance, leaving open the possibility of changing interest rates either up or down.",Hungarian National Bank,Hungary
neutral,Members agreed that the Bank should adopt a very cautious approach to setting interest rates.,Hungarian National Bank,Hungary
neutral,"According to the Monetary Council?s opinion, monetary policy decisions should focus on the risks to financial stability and inflation perspectives in the current situation, and should strive to maintain the sustainability of external financing.",Hungarian National Bank,Hungary
neutral,The risks related to the outlook for inflation appeared to be balanced. ,Hungarian National Bank,Hungary
neutral,"In the Council?s judgement, under the current circumstances monetary policy had to adopt a wait-and-see approach.",Hungarian National Bank,Hungary
neutral,Several members stressed that monetary policy actions could only play a marginal role in resolving the problems facing the region.,Hungarian National Bank,Hungary
neutral,The upside and downside risks to inflation appeared to be broadly balanced.,Hungarian National Bank,Hungary
neutral,"In assessing recent inflation developments, Council members agreed that, based on the current outlook, the inflation target could be met in 2010.",Hungarian National Bank,Hungary
neutral,"The evolution of inflation was largely consistent with the previous favourable path, and the latest inflation data did not influence the outlook for future inflation.",Hungarian National Bank,Hungary
neutral,Further central bank actions would be decided in the light of the sustainability of the current improvement in conditions.,Hungarian National Bank,Hungary
neutral,"However, members were divided over the assessment of the latest inflation data.",Hungarian National Bank,Hungary
neutral,The majority of members took the view that economic performance had been broadly in line with the May projection and there had been little change in the outlook for inflation.,Hungarian National Bank,Hungary
neutral,"In discussing interest rate policy issues, the large majority of members preferred to adopt a wait-and-see attitude, as more time was needed to assess the market reaction to the postponement of the loan review.",Hungarian National Bank,Hungary
neutral,"Consequently, inflation might come close to the 3% target.",Hungarian National Bank,Hungary
neutral,Several members noted that the distribution of risks around the baseline projection in the Report might be more balanced.,Hungarian National Bank,Hungary
neutral,"Due to the persistent weakness of domestic demand, inflation was expected to ease back to close the 3% target on the horizon relevant for monetary policy and, therefore, interest rate policy should adopt a wait-and-see approach until incoming data suggest otherwise.",Hungarian National Bank,Hungary
neutral,"Considering the various interest rate policy options, arguments for raising or maintaining the central bank base rate were largely in balance.",Hungarian National Bank,Hungary
neutral,"In the Council?s judgement, inflation developments in the coming months would continue to be shaped by upward and downward effects, and therefore there was a high degree of uncertainty surrounding the short-term outlook for inflation.",Hungarian National Bank,Hungary
neutral,"Members were unanimous in concluding that the baseline projection in the Report, which assumed that the current 6% level of official interest rates might ensure that inflation would come back to the 3% target in 2012 H2, should be taken as the starting point for a policy decision this month.",Hungarian National Bank,Hungary
neutral,Members agreed that a further increase in interest rates now was not justified along the path of inflation implied by the Report.,Hungarian National Bank,Hungary
neutral,"In the Council?s judgement, the March outturn for inflation was broadly in line with the projection produced by Bank staff.",Hungarian National Bank,Hungary
neutral,"It was also argued that the recent interest rate decision by the European Central Bank had no influence on Hungarian monetary policy, given that it, and its communication, had not changed market participants? expectations and had been in line with the projection in the Report.",Hungarian National Bank,Hungary
neutral,"In the Council?s judgement, risks to inflation remained both on the upside and the downside.",Hungarian National Bank,Hungary
neutral,"Before taking a decision on interest rates, the Monetary Council reviewed the latest macroeconomic and financial market developments and discussed the June issue of the Quarterly Report on Inflation produced by MNB staff.",Hungarian National Bank,Hungary
neutral,"Similarly, inflation developments were also determined by opposing forces.",Hungarian National Bank,Hungary
neutral,"While the commodity price shock, particularly the higher-than-previous path for the price of oil, would by itself have upward effects on inflation, subdued domestic demand and the loose labour market acted as a brake on price and wage increases.",Hungarian National Bank,Hungary
neutral,"In terms of their impact on inflation, however, the two forces counteracted each other.",Hungarian National Bank,Hungary
neutral,"The Council, in reviewing the economic outlook, discussed in detail the alternative scenarios presented in the Report, which suggested both upside and downside risks to inflation.",Hungarian National Bank,Hungary
neutral,"In the Council?s judgement, maintaining interest rates at their current level over a sustained period was still justified.",Hungarian National Bank,Hungary
neutral,"In the Council?s judgement, the latest inflation data had been in line with expectations.",Hungarian National Bank,Hungary
neutral,"However, members held the unanimous view that monetary policy should closely monitor potential pass-through into the consumer price index.",Hungarian National Bank,Hungary
neutral,"In assessing the various interest rate policy options, the overwhelming majority of members agreed that under the current circumstances the Council should continue with its wait-and-see approach.",Hungarian National Bank,Hungary
neutral,Members had differing views about how the depreciation of the forint would affect inflation.,Hungarian National Bank,Hungary
neutral,Council members agreed that the latest data had not materially altered the outlook for the economy and inflation.,Hungarian National Bank,Hungary
neutral,Members shared the view that it was crucially important that an agreement between the Hungarian Government and the IMF and EU on a financial safety net for Hungary was reached as soon as possible. ,Hungarian National Bank,Hungary
neutral,"In discussing the monetary policy options, the majority of members agreed that maintaining the base rate was warranted this month based on the macroeconomic projection in the Report.",Hungarian National Bank,Hungary
neutral,"During the discussion of the policy decision, members summarised their arguments in favour of and against an interest rate reduction.",Hungarian National Bank,Hungary
neutral,Decision-makers? views were divided on the causes of the forint depreciation in recent weeks. ,Hungarian National Bank,Hungary
neutral,Members agreed that it would be appropriate to send a signal to market participants about expected changes in the future conduct of interest rate policy.,Hungarian National Bank,Hungary
neutral,"In the Council?s judgement, based on the above factors, there was no material inflationary pressure in the economy, and therefore an accommodative stance of monetary policy was warranted in order to achieve the inflation target over the medium term.",Hungarian National Bank,Hungary
neutral,"There were both upside and downside risks to developments in investment, and consequently to the future path of the economy?s potential output.",Hungarian National Bank,Hungary
neutral,"In the Council?s judgement, Hungarian economic growth might continue in a more balanced pattern than previously.",Hungarian National Bank,Hungary
neutral,"In the Council?s judgement, a cautious approach to policy was warranted due to uncertainty related to the global financial environment.",Hungarian National Bank,Hungary
neutral,"Looking ahead, Hungarian economic growth might continue in a more balanced pattern than previously.",Hungarian National Bank,Hungary
neutral,"Several members noted that financial market conditions were stable and might remain supportive in the period ahead, due to the accommodative policy by developed country central banks.",Hungarian National Bank,Hungary
neutral,One member commented that price stability has already been achieved and inflation over the forecast horizon is expected to be in line with the inflation target set out based on the MNB Act. ,Hungarian National Bank,Hungary
neutral,"Moreover, further policy easing is not warranted, and it would only facilitate economic growth to a barely perceptible degree.",Hungarian National Bank,Hungary
neutral,The Monetary Council would continue to closely monitor developments in the global financial environment.,Hungarian National Bank,Hungary
neutral,"In connection with the baseline projection in the June Report, the Monetary Council had identified three alternative scenarios which might significantly influence the future conduct of monetary policy.",Hungarian National Bank,Hungary
neutral,Inflationary pressures in the economy were likely to remain moderate for an extended period.,Hungarian National Bank,Hungary
neutral,One member commented that price stability had already been achieved and inflation over the forecast horizon was expected to be in line with the inflation target set by the Bank under the MNB Act.,Hungarian National Bank,Hungary
neutral,"Looking ahead, economic growth might continue in a more balanced pattern than previously, with the recovery in domestic demand likely to make a larger contribution.",Hungarian National Bank,Hungary
neutral,Several members judged that the current level of interest rates was appropriate to achieve the inflation target in the medium term and ensured a corresponding degree of support to the economy. ,Hungarian National Bank,Hungary
neutral,"The Council judged that, based on available information, the current level of the central bank base rate was consistent with the medium-term achievement of price stability and a corresponding degree of support to the economy.",Hungarian National Bank,Hungary
neutral,"If the assumptions underlying the Bank?s projection held, achieving the medium-term inflation target pointed in the direction of maintaining current loose monetary conditions for an extended period. ",Hungarian National Bank,Hungary
neutral,"In addition to the primary goal of meeting the inflation target, the Council also considered the condition of the real economy and incorporated financial stability aspects into its decisions.",Hungarian National Bank,Hungary
neutral,"A number of members emphasised that, following the Bank?s forward guidance accompanying the July and August policy decisions, maintaining interest rates was consistent with market expectations in terms of credibility and fitted well with the Council?s earlier communication.",Hungarian National Bank,Hungary
neutral,"The majority of members judged inflation risks to be symmetrical, and therefore felt that a decision to change the policy stance was not warranted.",Hungarian National Bank,Hungary
neutral,"Long-term yields had also remained around levels seen at the beginning of the quarter, following a sharp rise due to temporary factors.",Hungarian National Bank,Hungary
neutral,"The Monetary Council had considered three scenarios around the baseline projection in the September Report, which, if they materialised, might influence the future stance of monetary policy.",Hungarian National Bank,Hungary
neutral,"It was the unanimous view of the Council that, with current monetary conditions maintained, inflation was likely to move into line with the target over the medium term.",Hungarian National Bank,Hungary
neutral,"In the Council?s judgement, a cautious approach to policy was warranted due to uncertainty about future developments in the global financial environment.",Hungarian National Bank,Hungary
neutral,"It was the unanimous view of the Council that, with current monetary conditions maintained, inflation was likely to move into line with the target over the medium term.",Hungarian National Bank,Hungary
neutral,"In the Council?s judgement, the current level of interest rates was appropriate to achieve the inflation target in the medium term and ensured a corresponding degree of stimulus to the real economy, and therefore no change was required.",Hungarian National Bank,Hungary
neutral,Maintaining interest rates improved the Bank?s credibility and predictability and fitted well with the Council?s earlier communication.,Hungarian National Bank,Hungary
neutral,Significant differences remained across the individual regions in terms of economic growth.,Hungarian National Bank,Hungary
neutral,"In the second half of the forecast period, inflation was likely to move in line with the inflation target, reflecting the recovery in activity and the increase in wage dynamics, as the effects of cost shocks faded away. ",Hungarian National Bank,Hungary
neutral,Members voted unanimously in favour of maintaining the base rate at 2.10 per cent.,Hungarian National Bank,Hungary
neutral,There had been differences in the monetary policy stance of globally influential central banks in recent months: the ECB had extended its quantitative easing programme while the Fed had maintained its monetary policy instruments.,Hungarian National Bank,Hungary
neutral,Members agreed that the primary objective of the MNB continued to be the achievement and maintenance of price stability.,Hungarian National Bank,Hungary
neutral,"Taking into account that developments in the macroeconomy and financial markets had been generally in line with the projection since the latest policy decision, the overwhelming majority of decision-makers did not see a case for change of the forward guidance.",Hungarian National Bank,Hungary
neutral,"However, inflation was expected to approach levels around the 3 per cent target only towards the end of the forecast period, reflecting moderate underlying inflation.",Hungarian National Bank,Hungary
neutral,The stabilisation of inflation expectations around the target was likely to ensure that price and wage-setting would be consistent with the inflation target over the medium term as domestic demand growth strengthened.,Hungarian National Bank,Hungary
neutral,"The three-month, fixed-rate central bank deposit would be the Magyar Nemzeti Bank?s main policy instrument from 23 September 2015, replacing the two-week deposit facility. ",Hungarian National Bank,Hungary
neutral,"The two-week central bank deposit would remain part of the Bank?s instruments; however, the facility would be offered at auctions, with quantity limits.",Hungarian National Bank,Hungary
neutral,"At its meeting, the Council reviewed the projection in the September Inflation Report to be published on 24 September.",Hungarian National Bank,Hungary
neutral,"Several members noted that, based on money market yields, the expected date of the first interest rate increase shifted later, and the overwhelming majority of analysts expected Hungarian interest rates to remain unchanged until the end of 2016 even if the Fed meanwhile raised interest rates.",Hungarian National Bank,Hungary
neutral,"Hungarian financial markets had been relatively calm in the period, with the forint appreciating slightly against the euro.",Hungarian National Bank,Hungary
neutral,Market expectations had moved in line with the Bank?s forward guidance announced in September and were consistent with maintaining the base rate unchanged over the entire forecast horizon.,Hungarian National Bank,Hungary
neutral,"In the Council?s assessment, the assumptions underlying the September Inflation Report had continued to hold.",Hungarian National Bank,Hungary
neutral,"In the Council?s view, the current interest rate decision was consistent with the Bank?s past behaviour and previous communication as well as with market expectations, and therefore it strengthened the Bank's credibility and predictability. ",Hungarian National Bank,Hungary
neutral,"Overall, sentiment in global financial markets had been mixed over the period since the Council?s latest policy decision.",Hungarian National Bank,Hungary
neutral,"The Magyar Nemzeti Bank?s Monetary Council decided that, beginning from December 2015, it would issue shorter-form press releases following its policy meetings in the months of publication of the Inflation Report, in order to facilitate comparison of monthly press releases.",Hungarian National Bank,Hungary
neutral,"At its meeting on 15 December, the Monetary Council discussed the December 2015 Inflation Report. ",Hungarian National Bank,Hungary
neutral,"If the assumptions underlying the Bank?s projections held, the current level of the base rate and maintaining loose monetary conditions for an extended period, over the entire forecast horizon, were consistent with the medium-term achievement of the inflation target and a corresponding degree of support to the economy.",Hungarian National Bank,Hungary
neutral,Employment and unemployment had been broadly unchanged.,Hungarian National Bank,Hungary
neutral,"In the Monetary Council?s assessment, a cautious approach to monetary policy was still warranted.",Hungarian National Bank,Hungary
neutral,"Using negative interest rates is still a new phenomenon in monetary policy, and therefore it was useful to wait for international experience in this field.",Hungarian National Bank,Hungary
neutral,Yields on domestic long-term government securities had not changed notably since the previous policy decision. ,Hungarian National Bank,Hungary
neutral,Council members agreed that the current interest rate level continued to be consistent with the sustainable achievement of the inflation target.,Hungarian National Bank,Hungary
neutral,In June 2016 the annual inflation rate had remained unchanged.,Hungarian National Bank,Hungary
neutral,The time profile of this year?s economic growth was characterised by divergent trends.,Hungarian National Bank,Hungary
neutral,"In discussing the current decision, after reviewing the macroeconomic developments, Council members agreed that there had been no events since the previous policy decision which would warrant a change in the current interest rate level.",Hungarian National Bank,Hungary
neutral,Council members agreed that the fundamentals of the Hungarian economy were strong and the current interest rate level continued to be consistent with the sustainable achievement of the inflation target.,Hungarian National Bank,Hungary
neutral,Council members discussed in detail the global financial market effects resulting from the outcome of the referendum on the United Kingdom's EU membership and agreed that domestic financial markets appeared to be stable despite the global turbulence.,Hungarian National Bank,Hungary
neutral,The time profile of this year?s economic growth was characterised by duality. ,Hungarian National Bank,Hungary
neutral,The Bank?s measures of underlying inflation continued to indicate a moderate inflationary environment in the economy.,Hungarian National Bank,Hungary
neutral,Global financial markets had been calm overall since the Council?s latest interest rate-setting decision.,Hungarian National Bank,Hungary
neutral,The US Fed and the ECB had made decisions in diverging policy directions in December.,Hungarian National Bank,Hungary
neutral,The Council considered the limit on the three-month deposit stock and its potential future change an integral part of monetary policy instruments.,Hungarian National Bank,Hungary
neutral,"However, the Bank?s measures of underlying inflation had remained stable, in line with expectations.",Hungarian National Bank,Hungary
neutral,"Developments in the Bank?s measures of underlying inflation had remained stable, in line with expectations.",Hungarian National Bank,Hungary
neutral,"In line with the Bank?s expectations, there had not yet been any upward pressure on inflation from wages.",Hungarian National Bank,Hungary
neutral,The consumer price index was likely to remain near its current level over the remainder of this year.,Hungarian National Bank,Hungary
neutral,"Taking these factors into account, all members voted unanimously in favour of leaving the base rate, the overnight deposit rate, the overnight lending rate and the one-week lending rate unchanged. ",Hungarian National Bank,Hungary
neutral,"The consumer price index was likely to rise temporarily in the coming months, before easing back to around current levels by the end of the year.",Hungarian National Bank,Hungary
neutral,"However, there were significant differences among the countries of the region, and therefore it was useful to distinguish between them.",Hungarian National Bank,Hungary
neutral,"In line with the Bank?s expectations, there had not yet been any significant upward pressure on inflation from wages.",Hungarian National Bank,Hungary
neutral,"Before taking its policy decision on 24 October, the Council had reviewed recent developments in inflation and the macroeconomy.",Hungarian National Bank,Hungary
neutral,The inflation target was expected to be achieved in a sustainable manner by the middle of 2019.,Hungarian National Bank,Hungary
neutral,"In line with the Bank?s expectations, there had not yet been any significant upward pressure on inflation from wages.",Hungarian National Bank,Hungary
neutral,"In the Council?s assessment, the gradual limitation on the stock of three- month deposits had fulfilled its role and the HUF 75 billion year-end upper limit on the stock would not be reduced further.",Hungarian National Bank,Hungary
neutral,"In the autumn months, inflation had been basically in line with the September Inflation Report projection.",Hungarian National Bank,Hungary
neutral,Hungarian economic output was close to its potential level.,Hungarian National Bank,Hungary
neutral,"Following the review of macroeconomic and financial market developments, the Council discussed the details of the current monetary policy decision.",Hungarian National Bank,Hungary
neutral,Members agreed that data becoming available over the recent month had been in line with the baseline scenario of the December projection and no such real economy or financial market event had occurred that would justify a change in the monetary policy.,Hungarian National Bank,Hungary
neutral,"In view of the experiences gained from the first tender, the Bank had fine-tuned the details of the programme to achieve more effective monetary transmission, as a result of which tenders held in February had been in line with the Bank?s aims.",Hungarian National Bank,Hungary
neutral,"In the Council?s assessment, maintaining the base rate and the loose monetary conditions at both the short and long ends for an extended period was necessary to achieve the inflation target in a sustainable manner.",Hungarian National Bank,Hungary
neutral,"This was also supported by the external environment, as global inflation and the ECB?s monetary policy stance had remained broadly unchanged.",Hungarian National Bank,Hungary
neutral,"In the current volatile financial market environment, the fundamentals of the Hungarian economy continued to be stable.",Hungarian National Bank,Hungary
neutral,"Inflation targeting is a monetary policy framework where the central bank?s primary objective is to achieve price stability, which it seeks to reach with a publicly announced inflation target.",Hungarian National Bank,Hungary
neutral,The conditions for price stability are assumed to hold if economic agents can expect over a longer period with confidence that inflation remains steadily around the target.,Hungarian National Bank,Hungary
neutral,The Magyar Nemzeti Bank takes account of all factors influencing inflation developments on the horizon of monetary policy.,Hungarian National Bank,Hungary
neutral,The Magyar Nemzeti Bank?s single anchor is inflation.,Hungarian National Bank,Hungary
neutral,"The Council considered a wide range of incoming data; however, those data influenced the Council?s assessments only through their effects on developments in inflation. ",Hungarian National Bank,Hungary
neutral,Members agreed that developments in euro area monetary conditions were of prime importance for the Magyar Nemzeti Bank?s monetary policy.,Hungarian National Bank,Hungary
neutral,Sentiment in financial markets had been calmer recently.,Hungarian National Bank,Hungary
neutral,Incoming macroeconomic data for the past quarter had been in line with the Bank?s expectations.,Hungarian National Bank,Hungary
neutral,Inflationary pressures from wages continued to be moderate.,Hungarian National Bank,Hungary
neutral,"Looking forward, the Bank would adjust the monetary conditions necessary to achieve the inflation target in a sustainable manner by creating an optimal combination of two of its instruments: swaps providing forint liquidity and the interest rate corridor. ",Hungarian National Bank,Hungary
neutral,The Bank?s primary objective was to achieve the inflation target in a sustainable manner.,Hungarian National Bank,Hungary
neutral,"Therefore, in assessing the outlook, the Monetary Council paid even more attention than usual to developments in the measures of underlying inflation capturing persistent trends.",Hungarian National Bank,Hungary
neutral,A dichotomy was observed between the factors determining developments in inflation and core inflation excluding indirect tax effects.,Hungarian National Bank,Hungary
neutral,"Future measures would be influenced by developments in the outlook for inflation over a 5-8 quarter horizon, which was assessed by the Monetary Council with special attention quarter to quarter. ",Hungarian National Bank,Hungary
neutral,"Following a gradual decline, inflation was likely to stabilise at the 3 percent inflation target in the second half of the forecast horizon.",Hungarian National Bank,Hungary
neutral,"As a result, risks to the outlook for domestic inflation had become balanced again.",Hungarian National Bank,Hungary
neutral,The outlook for growth had remained persistently muted.,Hungarian National Bank,Hungary
neutral,Forward guidance of the world?s leading central banks did not indicate further loosening measures.  ,Hungarian National Bank,Hungary
neutral,"In this extraordinary macroeconomic environment, the Magyar Nemzeti Bank?s (MNB?s) mandate was still to achieve and maintain price stability, to preserve financial stability, as well as to support the Government?s economic policy.",Hungarian National Bank,Hungary
neutral,Inflation expectations had remained anchored.,Hungarian National Bank,Hungary
neutral,"In assessing inflation developments, Council members agreed that as a result of coronavirus, pricing decisions in recent months had been characterised by greater uncertainty.",Hungarian National Bank,Hungary
neutral,"In this regard, several decision- makers pointed out that a cautious monetary policy approach had to be maintained.",Hungarian National Bank,Hungary
neutral,"In the Monetary Council?s assessment, the monetary conditions established at the short end supported price stability, the preservation of financial stability and the recovery of economic growth in a sustainable manner.",Hungarian National Bank,Hungary
neutral,"Without prejudice to its primary objective, the Magyar Nemzeti Bank preserved financial stability and supported the Government?s economic policy.",Hungarian National Bank,Hungary
neutral,"Following the review of macroeconomic and financial market developments, the Monetary Council assessed the central bank programmes and discussed the details of its monetary policy decision.",Hungarian National Bank,Hungary
neutral,Economic activity might begin to normalise from the second quarter of 2021 as the coronavirus vaccine became widely available.,Hungarian National Bank,Hungary
neutral,Members agreed that financial market developments had recently been driven mainly by information related to the growing use of the coronavirus vaccine as well as by parallel changes in economic prospects. ,Hungarian National Bank,Hungary
neutral,It was a key priority for the MNB that short-term rates in every sub-market and at all times should develop consistently with the level of short-term rates deemed optimal by the Monetary Council.,Hungarian National Bank,Hungary
neutral,"As a result, inflation was expected to stabilise around the central bank target again.",Hungarian National Bank,Hungary
neutral,"Moving on to discuss inflation developments, Council members agreed that inflation was primarily shaped by temporary effects.",Hungarian National Bank,Hungary
neutral,"Due to base effects, inflation was expected to fall back into the central bank's tolerance band again at the beginning of 2022 and to stabilise around the central bank target from mid-2022 as a result of monetary policy measures.",Hungarian National Bank,Hungary
dovish,Some Council members emphasised that the structure of the current economic growth is favourable to low inflation.,National Bank of Poland,Poland
dovish,"At the same time, they argued, core inflation has remained low.",National Bank of Poland,Poland
dovish,Other Council members emphasised that April saw a decline in the growth rate of wages in the corporate sector.,National Bank of Poland,Poland
dovish,Some members pointed out that the turbulences in financial markets resulted in lowering forecasts of economic growth in the United States and Europe.,National Bank of Poland,Poland
dovish,"It was argued that if economic growth in the United States and Europe fell short of previous expectations, then smaller exports of Poland should be expected, resulting in lower economic growth and lower inflationary pressure.",National Bank of Poland,Poland
dovish,"While discussing the outlook for economic growth, it was underlined that due to the financial market turbulences the forecasts of economic growth were lowered for the United States, while in Europe there was a decline in business confidence indicators.",National Bank of Poland,Poland
dovish,"It was argued that if the economic growth in the external environment of the Polish economy fell short of previous expectations, then lower growth of Polish exports should be expected and, consequently, also lower economic growth and lower inflationary pressure.",National Bank of Poland,Poland
dovish,"As a consequence, economic slowdown of Poland?s main trade partners would translate into a weakened economic activity in Poland. ",National Bank of Poland,Poland
dovish,It was also pointed out that in the face of turmoil in international financial markets some central banks decided to ease or restrain further monetary policy.,National Bank of Poland,Poland
dovish,They also pointed to the symptoms of an economic weakening.,National Bank of Poland,Poland
dovish,"While discussing the changes in the environment of the Polish economy, it was pointed out that there were downward revisions of the forecasts of economic growth in the United States and the European Union and that there was a risk of a deceleration in worldwide economic growth, which may slow the growth of Polish exports and the inflow of direct investments and, consequently, reduce the rate of economic growth in Poland.",National Bank of Poland,Poland
dovish,"Some Council members emphasised that, in the face of the deteriorating situation in international financial markets and the dampening prospect of economic growth, major central banks were expected to ease their monetary policy.",National Bank of Poland,Poland
dovish,"While addressing the changes in external factors affecting the Polish economy, the discussants pointed at further deterioration in the outlook for economic growth in the United States.",National Bank of Poland,Poland
dovish,"It was indicated that this increased the likelihood of a slowdown in the world economy, in particular in Great Britain and, consequently, the euro area.",National Bank of Poland,Poland
dovish,"While discussing the outlook for economic growth in Poland, it was pointed out that December data on industrial output and retail sales were significantly below expectations.",National Bank of Poland,Poland
dovish,Those members pointed out that the likely slowdown in the world economy might lead to a slowdown in economic growth in Poland.,National Bank of Poland,Poland
dovish, It was also emphasised that in February inflation was significantly below expectations.,National Bank of Poland,Poland
dovish,Lower than expected growth in prices in February was driven ? apart from the revision of the CPI basket ? by lower than expected growth in food and fuel prices.,National Bank of Poland,Poland
dovish,"In the opinion of some Council members, a significant downward revision of the January inflation, together with markedly lower than expected inflation in February, allowed to assume that inflation might return within the limit for deviations from the NBP?s inflation target sooner than accounted for in the February inflation projection. ",National Bank of Poland,Poland
dovish,"The situation deteriorated also in the euro area, while in the opinion of some Council members, the pace of this process might indicate that economic slowdown in the euro area was not only driven by the recession in the United States but also by weak domestic demand in the euro area.",National Bank of Poland,Poland
dovish,"While discussing the outlook for economic growth in Poland, it was pointed out that in May the growth of industrial output was markedly lower than expected, which had been previously signalled by business sentiment indicators.",National Bank of Poland,Poland
